descricao,valor,categoria
Lanchonete Central,19.73,Alimentacao
Plano de Saude SulAmerica,221.3,Saude
Imobiliaria Confianca,294.39,Moradia
Agua e Esgoto Sabesp,925.25,Moradia
Oficina Mecanica Silva,44.92,Transporte
Farmacia Drogasil,167.44,Saude
Assistencia Tecnica Eletronicos,32.4,Servicos
Auto Pecas Center,39.34,Transporte
Posto Ipiranga,30.62,Transporte
Pet Shop Amigo Fiel,19.68,Servicos
Consulta Medica Particular,46.32,Saude
Pedagio Via Facil,60.27,Transporte
Parque de Diversoes,17.47,Lazer
Salao de Beleza Estilo,13.93,Servicos
Streaming HBO Max,25.56,Lazer
Laboratorio Exame Hermes Pardini,180.4,Saude
Posto Ipiranga,29.42,Transporte
Restaurante Sabor Caseiro,80.51,Alimentacao
Onibus Metropolitano,23.22,Transporte
Mensalidade Escola Positivo,74.89,Educacao
Agua e Esgoto Copasa,290.98,Moradia
Plano Odontologico Amil Dental,266.88,Saude
Curso Profissionalizante,100.03,Educacao
Streaming Disney Plus,7.29,Lazer
Hortifruti Verde Vida,52.92,Alimentacao
Laboratorio Exame Fleury,93.51,Saude
Salao de Beleza Vintage,19.69,Servicos
Aluguel Apartamento Centro,349.19,Moradia
Energia Light,346.34,Moradia
Manicure a Domicilio,9.21,Servicos
Academia Smart Fit,162.06,Saude
Agua e Esgoto Copasa,292.48,Moradia
Protecao Veicular Allianz,16.97,Transporte
Supermercado Big Bompreco,78.12,Alimentacao
Mensalidade Escola Objetivo,38.18,Educacao
Combustivel Gasolina,74.44,Transporte
Restaurante Prato Feito,89.53,Alimentacao
Internet Vivo Fibra,220.81,Moradia
Plano de Saude Amil,242.9,Saude
Pet Shop Bicho Feliz,18.98,Servicos
Moveis Etna,271.31,Moradia
Farmacia Popular,234.82,Saude
Gas Ultragaz,480.51,Moradia
Aluguel Casa Jardim,243.75,Moradia
Manicure a Domicilio,13.99,Servicos
Bar do Amigo,47.0,Lazer
Lava Rapido Brilho,51.25,Transporte
Streaming Deezer,6.93,Lazer
Servico de Fotografia,9.44,Servicos
Energia Enel,617.98,Moradia
Lavanderia Express,25.99,Servicos
Salao de Beleza Vintage,11.28,Servicos
Onibus Metropolitano,32.61,Transporte
Salao de Beleza Estilo,27.9,Servicos
Padaria Ponto do Pao,44.2,Alimentacao
Buffet de Eventos Tematico,10.06,Lazer
Mensalidade Escola Positivo,94.95,Educacao
Barbearia Classica,32.83,Servicos
Onibus Metropolitano,66.7,Transporte
Farmacia Extrafarma,50.96,Saude
Barbearia Classica,36.64,Servicos
Farmacia Popular,364.92,Saude
Mensalidade Faculdade Estacio,194.54,Educacao
Agua e Esgoto Sabesp,510.07,Moradia
Parque de Diversoes,62.4,Lazer
Curso de Ingles Fisk,131.74,Educacao
Auto Pecas Center,20.34,Transporte
Curso Online Udemy,52.63,Educacao
Streaming HBO Max,18.72,Lazer
Curso Online Coursera,59.15,Educacao
Curso Online Udemy,72.0,Educacao
Reforma Casa e Cia,206.03,Moradia
Curso de Ingles CNA,189.22,Educacao
Hortifruti Verde Vida,60.82,Alimentacao
Lavanderia Rapida,12.67,Servicos
Salao de Beleza Vintage,6.91,Servicos
Academia Bio Ritmo,69.6,Saude
Combustivel Gasolina,15.83,Transporte
Assistencia Tecnica Eletronicos,8.21,Servicos
Psicologo Consulta Online,460.39,Saude
Acougue do Ze,45.02,Alimentacao
Clinica Odontologica Sorriso,216.43,Saude
Material de Construcao Casa Show,335.51,Moradia
Moveis Etna,296.56,Moradia
Metro Bilhete Unico,22.96,Transporte
Internet Vivo Fibra,364.47,Moradia
Mensalidade Faculdade Unip,139.48,Educacao
Condominio Edificio Central,241.0,Moradia
Combustivel Gasolina,78.86,Transporte
Aluguel Apartamento Centro,441.74,Moradia
Auto Pecas Brasil,48.93,Transporte
Farmacia Nissei,114.0,Saude
Costureira do Bairro,15.96,Servicos
Internet Claro Fibra,699.1,Moradia
Livraria Saraiva,68.32,Educacao
Aplicativo Uber,56.14,Transporte
Acougue Central,62.4,Alimentacao
Remedio Farmacia,120.6,Saude
Curso de Ingles Wizard,113.07,Educacao
Acougue Boi Bom,80.94,Alimentacao
Assinatura Duolingo Plus,75.06,Educacao
Laboratorio Exame Hermes Pardini,53.73,Saude
Padaria Sao Jose,54.68,Alimentacao
Seguro Residencial Porto,249.47,Moradia
Estacionamento Multipark,29.99,Transporte
Supermercado Carrefour,60.27,Alimentacao
Curso Tecnico Senai,62.85,Educacao
Aplicativo InDrive,20.97,Transporte
Laboratorio Exame Hermes Pardini,87.92,Saude
Posto Shell,66.75,Transporte
Padaria Doce Vida,58.82,Alimentacao
Manicure a Domicilio,24.94,Servicos
Lavanderia Rapida,33.89,Servicos
Mensalidade Escola Objetivo,70.33,Educacao
Curso de Ingles Wizard,170.74,Educacao
Restaurante Temperinho,33.87,Alimentacao
Pedagio Sem Parar,32.29,Transporte
Academia Smart Fit,164.11,Saude
Mensalidade Faculdade Unip,195.75,Educacao
Curso Online Coursera,52.69,Educacao
Hospital Sao Marcos,65.34,Saude
Lava Rapido Brilho,41.43,Transporte
Livraria Saraiva,86.42,Educacao
Manicure a Domicilio,63.76,Servicos
Onibus Intermunicipal,52.88,Transporte
Material Escolar Didatico,88.85,Educacao
Buffet de Eventos Tematico,69.98,Lazer
Lava Rapido Total,32.53,Transporte
Acougue Boi Bom,40.24,Alimentacao
Condominio Residencial Sol,190.77,Moradia
Salao de Beleza Charme,20.4,Servicos
Curso Online Alura,51.72,Educacao
Gas Ultragaz,501.7,Moradia
Posto Shell,24.4,Transporte
Consulta Medica Clinica Vida,249.58,Saude
Livraria Saraiva,40.93,Educacao
Barbearia Classica,45.05,Servicos
Livraria Livraria Nobel,147.28,Educacao
Pedagio Sem Parar,48.5,Transporte
Farmacia Nissei,108.92,Saude
Laboratorio Exame Hermes Pardini,152.13,Saude
Auto Pecas Brasil,20.85,Transporte
Plano de Saude Unimed,168.06,Saude
Combustivel Gasolina,51.07,Transporte
Lava Rapido Brilho,36.97,Transporte
Agua e Esgoto Sabesp,351.5,Moradia
Laboratorio Exame Hermes Pardini,81.87,Saude
Assistencia Tecnica Eletronicos,28.44,Servicos
Restaurante Sabor Caseiro,97.12,Alimentacao
Mensalidade Escola Objetivo,75.94,Educacao
Barbearia Classica,13.54,Servicos
Abastecimento Veiculo,110.52,Transporte
Parque de Diversoes,90.44,Lazer
Clinica Odontologica Bem Estar,81.68,Saude
Reforma Casa e Cia,291.02,Moradia
Livraria Livraria Nobel,78.44,Educacao
Streaming Spotify Premium,14.04,Lazer
Restaurante Prato Feito,26.81,Alimentacao
Curso Preparatorio Vestibular,117.51,Educacao
Acougue Central,26.9,Alimentacao
Aluguel Apartamento Centro,339.54,Moradia
Padaria Bela Vista,51.63,Alimentacao
Streaming Amazon Prime,35.76,Lazer
Streaming Spotify Premium,8.06,Lazer
Mercado Sao Luiz,60.99,Alimentacao
Clinica Odontologica Bem Estar,69.32,Saude
Bar do Amigo,31.43,Lazer
Auto Pecas Center,46.86,Transporte
Supermercado Assai,21.0,Alimentacao
Cinema Ingresso Show,18.68,Lazer
Curso de Ingles Wizard,62.56,Educacao
Reforma Casa e Cia,279.5,Moradia
Reforma Casa e Cia,515.34,Moradia
Farmacia Nissei,201.63,Saude
Bar do Amigo,9.31,Lazer
Mercadinho da Vila,66.53,Alimentacao
Curso Online Alura,45.62,Educacao
Onibus Metropolitano,28.65,Transporte
Passeio Parque Aquatico,12.42,Lazer
Laboratorio Exame Fleury,243.01,Saude
Remedio Farmacia,177.72,Saude
Costureira do Bairro,38.64,Servicos
Material de Construcao Leroy Merlin,164.52,Moradia
Aplicativo Uber,54.72,Transporte
Bar do Amigo,19.28,Lazer
Curso Tecnico Senai,75.4,Educacao
Reforma Casa e Cia,248.93,Moradia
Farmacia Droga Raia,54.91,Saude
Farmacia Nissei,560.95,Saude
Agua e Esgoto Sabesp,470.76,Moradia
Energia Cemig,359.26,Moradia
Clinica Odontologica Sorriso,129.33,Saude
Costureira do Bairro,18.14,Servicos
Combustivel Etanol,77.71,Transporte
Cinema Ingresso Show,31.28,Lazer
Supermercado Pao de Acucar,81.72,Alimentacao
Farmacia Nissei,93.81,Saude
Psicologo Consulta Online,73.16,Saude
Mercadinho da Vila,21.06,Alimentacao
Combustivel Gasolina,29.85,Transporte
Condominio Residencial Sol,226.5,Moradia
Consulta Medica Clinica Vida,206.4,Saude
Buffet de Eventos Tematico,13.03,Lazer
Lavanderia Express,26.55,Servicos
Streaming HBO Max,11.94,Lazer
Livraria Cultura Didatica,141.23,Educacao
Streaming HBO Max,66.06,Lazer
Curso de Ingles Wizard,142.0,Educacao
Barbearia Classica,19.96,Servicos
Internet Vivo Fibra,418.21,Moradia
Fisioterapia ReviveMed,396.78,Saude
Aluguel Casa Jardim,480.43,Moradia
Curso de Ingles Wizard,110.9,Educacao
Laboratorio Exame Fleury,130.81,Saude
Hospital Sao Marcos,95.64,Saude
Acougue do Ze,64.1,Alimentacao
Bar do Amigo,16.69,Lazer
Parque Aquatico Wet Fun,58.9,Lazer
Lava Rapido Total,104.15,Transporte
Aluguel Apartamento Centro,732.8,Moradia
Psicologo Consulta Online,175.02,Saude
Supermercado Carrefour,53.33,Alimentacao
Supermercado Carrefour,41.04,Alimentacao
Posto BR Mania,31.34,Transporte
Pet Shop Amigo Fiel,39.33,Servicos
Onibus Metropolitano,22.29,Transporte
Chaveiro 24 Horas,14.07,Servicos
Restaurante Sabor Caseiro,31.24,Alimentacao
Manicure a Domicilio,24.56,Servicos
Feira Livre Central,109.77,Alimentacao
Plano de Saude Unimed,163.03,Saude
Salao de Beleza Vintage,49.46,Servicos
Revisao Automotiva Center,16.44,Transporte
Boliche Fun Center,21.6,Lazer
Curso Preparatorio Vestibular,113.66,Educacao
Agua e Esgoto Copasa,545.28,Moradia
Energia Enel,243.52,Moradia
Streaming Amazon Prime,13.12,Lazer
Restaurante Sabor Caseiro,36.36,Alimentacao
Plano de Saude Unimed,567.71,Saude
Condominio Edificio Central,441.88,Moradia
Mensalidade Escola Bilingue,196.33,Educacao
Material Escolar Didatico,74.65,Educacao
Lavanderia Express,52.31,Servicos
Parque Aquatico Wet Fun,40.22,Lazer
Laboratorio Exame Hermes Pardini,163.22,Saude
Condominio Residencial Sol,705.29,Moradia
Curso Preparatorio Vestibular,58.23,Educacao
Costureira do Bairro,17.07,Servicos
Condominio Residencial Sol,208.15,Moradia
Cinema Ingresso Show,25.85,Lazer
Plano de Saude Amil,54.75,Saude
Feira Livre do Bairro,32.9,Alimentacao
Boliche Fun Center,37.27,Lazer
Curso de Ingles Wizard,164.23,Educacao
Protecao Veicular Porto Seguro,30.1,Transporte
Material Escolar Didatico,70.31,Educacao
Farmacia Extrafarma,160.26,Saude
Posto BR Mania,17.31,Transporte
Lavanderia Express,5.04,Servicos
Assistencia Tecnica Eletronicos,28.95,Servicos
Pet Shop Bicho Feliz,19.86,Servicos
Padaria Sao Jose,27.34,Alimentacao
Consulta Medica Particular,200.5,Saude
Energia Enel,303.64,Moradia
Onibus Metropolitano,45.2,Transporte
Salao de Beleza Estilo,9.7,Servicos
Curso Tecnico Senai,82.98,Educacao
Padaria Ponto do Pao,71.15,Alimentacao
Streaming Disney Plus,15.4,Lazer
Lavanderia Rapida,101.62,Servicos
Conserto de Eletronicos,15.82,Servicos
Conta de Luz,149.62,Moradia
Mercado Atacadao,45.37,Alimentacao
Buffet de Eventos Tematico,47.21,Lazer
Conta de Agua,379.48,Moradia
Seguro Residencial Bradesco,250.09,Moradia
Onibus Metropolitano,35.57,Transporte
Mensalidade Faculdade Anhanguera,35.48,Educacao
Estacionamento Multipark,67.28,Transporte
Mensalidade Escola Bilingue,84.96,Educacao
Restaurante Prato Feito,51.46,Alimentacao
Remedio Farmacia,115.48,Saude
Onibus Intermunicipal,40.8,Transporte
Rappi Delivery,48.63,Alimentacao
Aluguel Residencial Imovel,411.81,Moradia
Abastecimento Veiculo,38.22,Transporte
Agua e Esgoto Sabesp,585.89,Moradia
Internet Tim Live,248.29,Moradia
Conserto de Eletronicos,32.23,Servicos
Assinatura Duolingo Plus,56.47,Educacao
Protecao Veicular Allianz,67.18,Transporte
Conserto de Eletronicos,9.26,Servicos
Plano Odontologico Amil Dental,310.4,Saude
Seguro Residencial Porto,338.8,Moradia
Curso Online Coursera,49.54,Educacao
Curso de Ingles Wizard,61.61,Educacao
Curso de Ingles Fisk,133.73,Educacao
Salao de Beleza Vintage,67.96,Servicos
Academia Bio Ritmo,116.33,Saude
Moveis Etna,384.01,Moradia
Energia Enel,215.58,Moradia
Mensalidade Faculdade Anhanguera,73.27,Educacao
Hortifruti Verde Vida,14.68,Alimentacao
Buffet de Eventos Tematico,8.51,Lazer
Streaming Netflix,26.07,Lazer
Feira Livre Central,56.33,Alimentacao
Farmacia Pague Menos,358.1,Saude
Curso Profissionalizante,39.76,Educacao
Curso de Ingles CNA,86.14,Educacao
Assinatura Duolingo Plus,58.45,Educacao
Farmacia Popular,95.02,Saude
Supermercado Big Bompreco,75.06,Alimentacao
Material de Construcao Casa Show,489.03,Moradia
Mensalidade Faculdade Anhanguera,80.37,Educacao
Aplicativo InDrive,31.23,Transporte
Onibus Metropolitano,33.58,Transporte
Material Escolar Didatico,77.6,Educacao
Moveis Tok e Stok,249.5,Moradia
Salao de Beleza Charme,36.96,Servicos
Padaria Ponto do Pao,31.5,Alimentacao
Farmacia Drogasil,67.48,Saude
Streaming Deezer,98.69,Lazer
Rappi Delivery,56.7,Alimentacao
Hospital Sao Marcos,80.12,Saude
Servico de Fotografia,61.05,Servicos
Mercado Atacadao,104.73,Alimentacao
Assistencia Tecnica Celular,17.57,Servicos
Restaurante Sabor Caseiro,74.9,Alimentacao
Posto BR Mania,47.71,Transporte
Salao de Beleza Vintage,21.4,Servicos
Seguro Residencial Bradesco,402.97,Moradia
Salao de Beleza Estilo,17.36,Servicos
Oficina Mecanica Rapida,58.43,Transporte
Moveis Tok e Stok,349.26,Moradia
Mensalidade Escola Objetivo,70.88,Educacao
Salao de Beleza Estilo,41.12,Servicos
Mensalidade Faculdade Anhanguera,63.35,Educacao
Padaria Sao Jose,167.74,Alimentacao
Agua e Esgoto Sabesp,348.44,Moradia
Papelaria Nobre,117.21,Educacao
Farmacia Pague Menos,108.98,Saude
Balada Clube Noturno,18.53,Lazer
Plano Odontologico Amil Dental,124.45,Saude
Mensalidade Escola Positivo,77.24,Educacao
Aluguel Casa Jardim,271.96,Moradia
Lavanderia Express,19.95,Servicos
Streaming HBO Max,38.22,Lazer
Metro Bilhete Unico,48.08,Transporte
Streaming Spotify Premium,28.32,Lazer
Bar da Esquina,38.38,Lazer
Aplicativo InDrive,62.26,Transporte
Acougue do Ze,55.69,Alimentacao
Posto Ipiranga,39.62,Transporte
Energia CPFL,586.73,Moradia
Laboratorio Exame Hermes Pardini,50.16,Saude
Mensalidade Escola Positivo,52.81,Educacao
Supermercado Assai,42.21,Alimentacao
Auto Pecas Brasil,66.45,Transporte
Mensalidade Escola Objetivo,113.74,Educacao
Padaria Sao Jose,45.21,Alimentacao
Laboratorio Exame Hermes Pardini,566.92,Saude
Moveis Tok e Stok,210.85,Moradia
Farmacia Extrafarma,84.08,Saude
Combustivel Etanol,39.14,Transporte
Farmacia Droga Raia,229.6,Saude
Energia Cemig,450.15,Moradia
Clinica Odontologica Bem Estar,83.8,Saude
Manicure a Domicilio,74.74,Servicos
Lava Rapido Total,39.37,Transporte
Cinema Cinemark,17.95,Lazer
Farmacia Extrafarma,430.13,Saude
Metro Bilhete Unico,88.24,Transporte
Protecao Veicular Porto Seguro,16.45,Transporte
Pet Shop Bicho Feliz,29.21,Servicos
Auto Pecas Center,51.33,Transporte
Mensalidade Faculdade Estacio,136.73,Educacao
Pedagio Via Facil,49.77,Transporte
Metro Bilhete Unico,55.22,Transporte
Lava Rapido Total,39.71,Transporte
Buffet de Eventos Tematico,11.02,Lazer
Mensalidade Faculdade Unip,134.23,Educacao
Consulta Medica Particular,99.66,Saude
Oficina Mecanica Rapida,83.59,Transporte
Moveis Tok e Stok,427.91,Moradia
Pet Shop Bicho Feliz,41.86,Servicos
Balada Clube Noturno,43.64,Lazer
Salao de Beleza Estilo,5.18,Servicos
Conserto de Eletronicos,19.22,Servicos
Energia Light,137.34,Moradia
Lava Rapido Brilho,42.0,Transporte
Farmacia Droga Raia,48.25,Saude
Hospital Sao Marcos,44.99,Saude
Laboratorio Exame Hermes Pardini,120.14,Saude
Padaria Doce Vida,27.3,Alimentacao
Streaming HBO Max,13.81,Lazer
Mercado Dia a Dia,32.3,Alimentacao
Parque de Diversoes,16.63,Lazer
Internet Tim Live,473.37,Moradia
Parque Aquatico Wet Fun,8.22,Lazer
Pet Shop Amigo Fiel,24.11,Servicos
Supermercado Pao de Acucar,67.53,Alimentacao
Pedagio Sem Parar,21.45,Transporte
Cinema Ingresso Show,13.5,Lazer
Consulta Medica Particular,183.52,Saude
Plano Odontologico Amil Dental,212.21,Saude
Supermercado Pao de Acucar,38.17,Alimentacao
Aplicativo InDrive,25.7,Transporte
Supermercado Big Bompreco,30.46,Alimentacao
Estacionamento Zona Azul,82.11,Transporte
Laboratorio Exame Fleury,175.96,Saude
Clinica Odontologica Bem Estar,119.59,Saude
Restaurante Prato Feito,66.26,Alimentacao
Bar da Esquina,21.16,Lazer
Supermercado Carrefour,49.45,Alimentacao
Salao de Beleza Vintage,44.88,Servicos
Barbearia Vintage,15.73,Servicos
Streaming Deezer,11.84,Lazer
Passeio Parque Aquatico,42.88,Lazer
Agua e Esgoto Sabesp,351.51,Moradia
Mensalidade Escola Bilingue,117.7,Educacao
Material de Construcao Leroy Merlin,222.23,Moradia
Material de Construcao Leroy Merlin,355.29,Moradia
Parque Aquatico Wet Fun,8.65,Lazer
Hortifruti Sao Joao,49.98,Alimentacao
Internet Tim Live,263.64,Moradia
Farmacia Pague Menos,112.57,Saude
Cinema Cinemark,10.06,Lazer
Oficina Mecanica Rapida,130.61,Transporte
Rappi Delivery,31.12,Alimentacao
Mensalidade Faculdade Anhanguera,273.55,Educacao
Onibus Metropolitano,28.03,Transporte
Restaurante Sabor Caseiro,70.09,Alimentacao
Servico de Fotografia,7.96,Servicos
Parque Aquatico Wet Fun,18.73,Lazer
Papelaria Kalunga,188.8,Educacao
Padaria Doce Vida,46.91,Alimentacao
Barbearia Moderna,13.24,Servicos
Salao de Beleza Estilo,22.92,Servicos
Bar da Esquina,39.08,Lazer
Mercadinho da Vila,63.55,Alimentacao
Padaria Doce Vida,76.17,Alimentacao
Passeio Parque Aquatico,83.83,Lazer
Academia Smart Fit,73.79,Saude
Gas Comgas,248.75,Moradia
Material de Construcao Leroy Merlin,349.42,Moradia
Papelaria Escolar Center,91.09,Educacao
Internet Claro Fibra,553.51,Moradia
Posto BR Mania,62.69,Transporte
Auto Pecas Brasil,17.93,Transporte
Supermercado Extra,97.32,Alimentacao
Remedio Farmacia,95.48,Saude
Servico de Fotografia,13.7,Servicos
Boliche Fun Center,14.22,Lazer
Boliche Fun Center,18.74,Lazer
Balada Clube Noturno,13.71,Lazer
Farmacia Droga Raia,171.75,Saude
Curso Preparatorio Vestibular,207.88,Educacao
Combustivel Etanol,117.84,Transporte
Energia CPFL,330.21,Moradia
Conserto de Eletronicos,11.01,Servicos
Curso Online Alura,86.08,Educacao
Curso Profissionalizante,282.59,Educacao
Salao de Beleza Charme,9.9,Servicos
Lavanderia Rapida,15.41,Servicos
Academia Bio Ritmo,399.85,Saude
Assistencia Tecnica Eletronicos,21.55,Servicos
Pet Shop Bicho Feliz,84.17,Servicos
Aplicativo InDrive,30.48,Transporte
Plano de Saude Unimed,317.62,Saude
Moveis Etna,257.01,Moradia
Mensalidade Escola Positivo,58.9,Educacao
Imobiliaria Confianca,222.06,Moradia
Imobiliaria Confianca,193.53,Moradia
Padaria Doce Vida,73.27,Alimentacao
Papelaria Nobre,62.57,Educacao
Mensalidade Faculdade Unip,118.11,Educacao
Bar do Amigo,10.16,Lazer
Livraria Cultura Didatica,68.0,Educacao
Streaming Amazon Prime,7.08,Lazer
Aluguel Apartamento Centro,442.66,Moradia
Lava Rapido Brilho,72.72,Transporte
Lavanderia Express,18.43,Servicos
Reforma Casa e Cia,678.1,Moradia
Internet Claro Fibra,339.92,Moradia
Material de Construcao Leroy Merlin,241.87,Moradia
Clinica Odontologica Sorriso,27.79,Saude
Lanchonete do Povo,91.43,Alimentacao
Chaveiro 24 Horas,27.85,Servicos
Curso Profissionalizante,30.31,Educacao
Balada Clube Noturno,36.19,Lazer
Hospital Sao Marcos,267.18,Saude
Rappi Delivery,57.26,Alimentacao
Balada Clube Noturno,60.25,Lazer
Parque de Diversoes,17.43,Lazer
Chaveiro 24 Horas,68.3,Servicos
Reforma Casa e Cia,310.93,Moradia
Energia Cemig,256.85,Moradia
Estacionamento Zona Azul,37.3,Transporte
Curso Online Udemy,57.09,Educacao
Mensalidade Faculdade Unip,64.94,Educacao
Streaming Disney Plus,10.74,Lazer
Hortifruti Verde Vida,37.16,Alimentacao
Salao de Beleza Vintage,11.67,Servicos
Acougue do Ze,44.32,Alimentacao
Consulta Medica Clinica Vida,194.26,Saude
Material de Construcao Leroy Merlin,369.97,Moradia
Combustivel Etanol,79.08,Transporte
Padaria Doce Vida,52.8,Alimentacao
Estacionamento Multipark,30.22,Transporte
Streaming Deezer,9.25,Lazer
Hortifruti Verde Vida,68.5,Alimentacao
Onibus Intermunicipal,26.99,Transporte
Streaming Amazon Prime,43.95,Lazer
Acougue Boi Bom,74.57,Alimentacao
Feira Livre do Bairro,44.68,Alimentacao
Aluguel Residencial Imovel,239.4,Moradia
Padaria Bela Vista,20.32,Alimentacao
Pet Shop Amigo Fiel,38.17,Servicos
Buffet de Eventos Tematico,36.43,Lazer
Padaria Ponto do Pao,31.64,Alimentacao
Lanchonete do Povo,41.32,Alimentacao
Padaria Bela Vista,72.56,Alimentacao
Posto Shell,44.63,Transporte
Academia Bio Ritmo,165.18,Saude
Streaming HBO Max,55.32,Lazer
Curso de Ingles CNA,61.54,Educacao
Curso Online Coursera,49.3,Educacao
Remedio Farmacia,105.73,Saude
Streaming Spotify Premium,17.07,Lazer
Remedio Farmacia,77.01,Saude
Supermercado Big Bompreco,74.33,Alimentacao
Chaveiro 24 Horas,36.66,Servicos
Estacionamento Zona Azul,22.67,Transporte
Lavanderia Express,13.85,Servicos
Combustivel Gasolina,114.05,Transporte
Papelaria Nobre,35.59,Educacao
Bar do Amigo,12.15,Lazer
Assistencia Tecnica Eletronicos,36.42,Servicos
Seguro Residencial Porto,492.47,Moradia
Academia Bio Ritmo,89.48,Saude
Lanchonete do Povo,54.21,Alimentacao
Conta de Agua,175.32,Moradia
Acougue Boi Bom,66.9,Alimentacao
Streaming HBO Max,11.47,Lazer
Mensalidade Faculdade Anhanguera,414.17,Educacao
Metro Bilhete Unico,30.19,Transporte
Manicure a Domicilio,13.74,Servicos
Curso Online Coursera,75.42,Educacao
Salao de Beleza Estilo,14.32,Servicos
Supermercado Assai,35.95,Alimentacao
Mercado Atacadao,52.08,Alimentacao
Lanchonete do Povo,83.73,Alimentacao
Academia Bio Ritmo,94.94,Saude
Boliche Fun Center,23.57,Lazer
Farmacia Droga Raia,182.83,Saude
Streaming Spotify Premium,12.82,Lazer
Abastecimento Veiculo,32.75,Transporte
Mercado Atacadao,39.71,Alimentacao
Costureira do Bairro,68.12,Servicos
Plano de Saude SulAmerica,219.02,Saude
Cinema Ingresso Show,37.05,Lazer
Supermercado Assai,117.07,Alimentacao
Clinica Odontologica Sorriso,242.06,Saude
Curso de Ingles Wizard,73.49,Educacao
