renda_mensal,nivel_endividamento,frequencia_poupanca,comprometimento_gastos,Alimentacao,Moradia,Transporte,Saude,Educacao,Lazer,Servicos,perfil_financeiro
2349.8,34.8,Baixa,35.7,184.31,314.16,197.23,64.32,37.8,29.01,13.14,Em observacao
2281.09,14.3,Media,67.7,304.72,597.35,358.68,128.16,90.1,40.93,24.29,Saudavel
7799.43,11.5,Media,39.5,580.46,1435.1,564.01,264.96,125.81,71.22,39.01,Saudavel
5977.25,30.1,Baixa,74.8,1050.77,1520.14,1057.73,419.03,242.38,129.43,54.09,Em observacao
1708.63,38.1,Baixa,65.6,197.3,454.58,239.69,114.5,64.08,33.64,17.0,Em observacao
2217.93,22.5,Baixa,74.2,357.28,581.13,388.22,146.89,97.95,51.45,23.8,Em observacao
6562.15,14.0,Media,34.0,428.03,799.56,498.07,248.41,149.8,71.16,35.21,Saudavel
6302.03,36.9,Baixa,44.1,557.0,1055.47,540.92,329.85,156.89,89.0,51.0,Em observacao
2878.64,12.6,Media,31.1,154.7,399.39,159.39,85.81,52.11,28.61,14.73,Saudavel
5650.86,18.3,Baixa,92.4,1228.83,1981.22,946.46,586.37,242.48,156.12,82.23,Em risco
1926.63,14.0,Media,24.7,96.3,215.41,76.97,41.85,26.19,12.01,6.21,Saudavel
3640.56,36.5,Media,80.0,587.82,1092.07,665.03,279.62,149.98,101.37,35.53,Em observacao
1635.73,22.1,Baixa,36.1,127.0,236.58,114.78,62.05,27.67,14.27,8.78,Saudavel
7223.83,22.2,Media,64.9,1096.14,1875.62,889.18,402.83,206.33,154.02,65.13,Saudavel
1960.68,63.8,Baixa,61.4,209.68,505.16,261.87,115.47,62.44,33.29,15.29,Em risco
3416.73,13.2,Baixa,101.9,760.95,1428.56,641.79,340.82,179.56,80.49,50.15,Em risco
5803.29,17.6,Baixa,100.6,899.68,2659.38,1230.32,513.27,326.28,131.41,79.0,Em risco
1600.25,38.3,Alta,70.1,207.59,494.11,221.99,91.59,60.29,34.67,12.0,Em observacao
1412.0,13.1,Media,46.2,127.4,297.6,120.62,49.85,31.94,14.67,10.2,Saudavel
2973.2,21.4,Media,67.0,417.22,814.64,373.57,203.39,101.58,57.03,24.54,Saudavel
5550.08,25.7,Media,55.3,563.72,1412.33,543.82,283.68,146.11,80.79,41.12,Saudavel
7081.35,19.5,Media,71.1,920.13,2248.45,913.33,407.65,294.5,160.78,91.05,Em observacao
2651.17,34.0,Baixa,57.0,323.72,523.69,372.27,159.59,74.97,37.13,19.58,Em observacao
1640.15,6.1,Media,67.2,200.34,404.5,266.04,116.95,62.04,35.09,17.19,Saudavel
1412.0,23.7,Baixa,50.5,117.62,315.94,149.26,63.09,35.64,23.05,8.25,Saudavel
2876.06,24.2,Baixa,54.1,282.18,636.72,315.64,173.35,73.8,51.87,21.84,Saudavel
3282.97,10.4,Alta,39.1,244.57,539.8,251.2,117.05,80.93,31.58,19.98,Saudavel
3956.45,14.3,Alta,43.4,361.28,703.35,338.03,146.45,93.66,50.93,21.58,Saudavel
1779.28,76.9,Media,55.4,210.81,406.73,177.06,93.77,51.93,30.97,15.3,Em risco
2953.44,10.0,Baixa,55.4,330.19,605.77,372.0,151.35,105.27,42.67,27.51,Saudavel
11233.82,14.4,Baixa,69.8,1443.61,2781.39,1942.48,777.34,506.88,249.37,136.24,Saudavel
3283.73,54.9,Baixa,36.6,223.28,479.52,262.22,118.02,64.33,37.97,15.26,Em risco
2325.67,7.4,Alta,71.9,410.91,592.18,311.64,185.57,91.9,52.49,27.52,Em observacao
4328.46,31.6,Baixa,56.7,475.52,979.21,465.38,276.53,140.57,82.36,34.81,Em observacao
2855.97,30.7,Baixa,58.1,368.14,604.56,360.41,159.23,90.08,54.35,22.15,Em observacao
3383.25,41.6,Baixa,15.8,100.01,228.0,116.8,42.2,26.44,13.66,6.68,Em observacao
3275.98,27.3,Alta,47.3,368.39,619.63,301.03,117.94,82.65,38.39,20.67,Saudavel
3850.42,48.5,Alta,65.9,411.85,1079.89,583.5,236.18,119.34,70.09,37.44,Em observacao
4214.58,12.0,Alta,87.2,721.47,1542.43,797.58,278.28,199.93,81.65,52.31,Em observacao
1706.11,28.3,Baixa,58.7,188.13,453.0,187.05,75.62,57.51,28.3,12.27,Saudavel
2968.42,15.5,Alta,68.9,323.76,913.34,424.17,190.32,96.94,64.68,30.91,Saudavel
4868.98,32.3,Alta,74.1,665.47,1378.95,890.49,309.11,217.01,102.47,46.25,Em observacao
6615.79,29.2,Baixa,64.0,772.19,1906.32,818.64,364.1,180.49,137.86,52.51,Saudavel
1412.0,35.5,Baixa,44.2,133.7,262.72,118.43,53.47,28.54,19.06,8.79,Em observacao
4282.43,62.0,Alta,42.9,341.38,783.72,355.01,142.16,120.44,64.34,31.33,Em risco
2954.91,31.4,Baixa,11.6,63.43,146.49,75.0,25.87,14.51,11.68,4.4,Em observacao
3498.69,29.0,Baixa,60.7,450.72,944.5,326.95,200.81,103.4,68.78,28.85,Saudavel
8883.44,50.6,Baixa,33.1,499.21,1250.77,574.04,321.76,155.1,102.74,36.7,Em risco
6140.49,16.8,Baixa,19.9,229.27,471.64,281.68,126.45,63.08,32.29,14.74,Saudavel
4050.83,19.0,Media,56.8,416.23,848.98,588.84,196.97,147.5,72.85,30.04,Saudavel
2055.52,21.6,Media,48.2,191.55,401.59,205.85,92.1,56.92,26.46,16.65,Saudavel
3558.0,26.7,Media,32.1,251.1,430.55,242.04,109.19,53.65,32.75,21.49,Saudavel
3948.15,21.1,Baixa,48.5,436.44,729.46,419.57,157.38,102.62,46.88,23.17,Saudavel
3661.23,23.2,Baixa,71.3,515.27,983.11,586.44,282.46,138.99,68.13,35.44,Em observacao
1570.92,23.3,Media,75.3,209.83,491.77,275.37,95.24,53.58,40.1,16.45,Em observacao
2538.77,7.4,Baixa,36.8,174.25,390.17,175.14,108.4,43.43,29.45,12.71,Saudavel
2902.16,35.8,Baixa,63.1,405.42,751.03,367.89,141.61,81.23,59.88,24.13,Em observacao
7315.24,54.3,Media,68.2,875.28,2016.61,1087.13,436.43,312.6,182.12,76.35,Em risco
3613.41,31.9,Baixa,61.6,455.59,970.3,398.89,184.2,125.34,56.94,33.99,Em observacao
4893.74,23.8,Alta,44.9,406.87,947.59,428.65,213.69,106.51,65.2,27.32,Saudavel
2998.53,18.6,Media,27.8,175.62,336.2,180.74,65.92,39.08,25.06,11.02,Saudavel
3056.37,9.0,Baixa,72.7,456.37,806.0,504.08,213.5,130.37,72.4,39.27,Em observacao
4032.52,3.3,Alta,49.9,430.06,829.97,377.55,173.36,116.31,52.21,32.33,Saudavel
2174.65,29.2,Baixa,63.9,284.05,617.72,254.14,113.71,61.02,38.01,21.15,Saudavel
2108.57,24.8,Media,50.9,210.37,399.98,262.18,90.66,57.21,34.45,17.62,Saudavel
4700.04,9.6,Alta,63.4,636.15,1248.79,521.35,281.83,161.18,87.56,42.29,Saudavel
3521.68,3.0,Alta,90.8,633.02,1236.94,686.03,279.68,203.18,110.87,47.93,Em observacao
2172.42,54.9,Baixa,85.1,374.21,657.02,462.26,174.01,105.02,49.2,27.58,Em risco
3832.34,16.4,Baixa,51.5,464.18,723.24,446.13,163.04,91.08,50.28,35.05,Saudavel
1584.66,46.7,Baixa,92.8,316.25,600.28,294.15,118.92,77.67,37.73,25.1,Em risco
1570.37,22.2,Media,31.3,109.25,189.13,94.83,53.17,21.73,14.38,8.51,Saudavel
1412.0,22.0,Alta,63.5,161.41,324.25,235.29,83.86,53.39,23.36,15.21,Saudavel
13072.07,22.3,Media,79.4,2027.81,4643.9,2074.23,748.78,471.73,246.26,164.26,Em observacao
2842.39,27.5,Media,22.2,142.27,232.1,130.62,61.59,31.16,23.71,8.86,Saudavel
2976.35,25.1,Media,79.6,550.25,832.61,499.93,254.96,121.49,78.83,30.01,Em observacao
2860.49,25.2,Baixa,85.9,497.32,1102.22,409.48,230.91,131.39,54.22,31.67,Em observacao
1910.13,20.5,Media,55.7,226.92,412.53,240.01,81.05,63.69,26.25,13.9,Saudavel
3613.63,10.7,Media,46.6,309.93,704.29,354.31,134.97,98.52,60.24,22.69,Saudavel
1412.0,40.7,Baixa,50.6,150.33,310.98,117.57,60.7,44.39,19.75,10.31,Em observacao
3203.66,25.9,Alta,26.4,148.48,386.24,173.33,59.49,47.53,22.55,9.5,Saudavel
1412.0,43.7,Alta,77.6,224.61,428.45,227.96,117.23,54.97,28.63,14.04,Em observacao
5240.09,20.6,Alta,48.2,438.25,1169.34,480.05,187.04,144.26,67.23,37.38,Saudavel
3677.84,19.7,Baixa,32.4,193.15,554.91,197.84,120.77,73.55,33.87,17.82,Saudavel
1412.0,21.5,Alta,71.9,229.95,407.5,196.64,81.18,61.28,24.3,14.77,Em observacao
1954.98,18.2,Baixa,54.2,224.51,422.64,213.94,85.65,54.95,38.76,19.42,Saudavel
4768.7,21.4,Media,60.6,586.01,1164.25,518.19,316.06,176.08,84.43,44.42,Saudavel
1412.0,48.9,Alta,22.5,72.82,119.29,64.69,28.29,17.04,10.68,4.81,Em observacao
6302.44,20.7,Baixa,50.9,623.91,1159.98,754.74,318.0,180.04,119.61,52.34,Saudavel
1479.33,40.2,Baixa,56.0,148.57,372.18,143.79,84.47,48.96,20.37,10.75,Em observacao
2052.93,6.0,Baixa,49.5,199.56,410.81,218.13,90.3,49.59,28.61,18.61,Saudavel
2462.77,6.8,Media,31.8,133.06,356.8,135.8,75.9,46.56,20.58,13.35,Saudavel
1523.67,28.5,Media,29.4,83.28,187.7,90.59,39.8,25.2,15.48,6.41,Saudavel
1664.4,16.4,Alta,44.1,165.18,297.44,130.82,76.2,32.96,21.63,10.56,Saudavel
5291.56,34.4,Baixa,96.5,1000.37,2321.8,853.64,453.85,258.62,158.2,59.08,Em risco
2617.59,20.3,Baixa,74.2,391.68,839.37,396.53,143.49,90.81,55.5,25.98,Em observacao
3522.25,42.1,Media,65.9,369.2,1018.02,508.31,222.64,98.86,67.7,36.65,Em observacao
4577.2,43.1,Baixa,39.7,365.34,719.66,394.39,146.89,107.73,61.26,23.94,Em observacao
3577.94,19.4,Media,51.2,430.97,712.56,358.01,154.34,98.84,51.2,27.36,Saudavel
3494.69,36.7,Media,61.8,385.66,935.98,409.81,233.19,102.36,56.44,36.64,Em observacao
2451.72,32.8,Baixa,63.8,331.52,557.63,342.73,171.39,97.28,44.62,18.84,Em observacao
5469.11,48.2,Baixa,35.1,427.47,806.55,348.46,169.15,80.45,63.39,25.41,Em observacao
1412.0,3.3,Media,36.0,87.56,228.91,86.79,49.12,31.54,17.4,7.44,Saudavel
1816.22,15.6,Baixa,76.8,323.47,527.65,296.14,113.12,63.04,47.81,23.39,Em observacao
2792.34,15.4,Baixa,57.2,311.23,651.65,321.07,134.36,98.26,59.06,21.18,Saudavel
6763.27,33.9,Baixa,24.4,259.18,731.86,346.78,151.46,93.54,49.98,20.81,Em observacao
4455.67,16.4,Alta,54.0,438.74,884.96,583.53,237.72,140.31,81.63,40.05,Saudavel
3883.89,31.6,Baixa,29.4,258.52,433.92,220.04,109.11,74.12,30.8,15.08,Em observacao
3691.57,15.5,Media,45.1,337.7,682.91,358.03,133.37,82.19,44.22,27.7,Saudavel
2544.24,19.3,Baixa,50.3,294.79,448.0,279.28,135.8,58.9,44.14,18.42,Saudavel
3868.45,25.2,Baixa,47.6,438.87,703.34,345.38,190.44,92.02,48.11,25.09,Saudavel
2027.38,62.6,Media,27.3,88.84,223.85,130.08,51.38,32.92,19.04,6.95,Em risco
4688.35,31.1,Media,73.1,544.34,1502.98,776.42,282.49,181.3,91.72,46.45,Em observacao
2326.48,52.1,Baixa,56.7,258.02,495.37,268.26,153.06,80.46,45.53,19.07,Em risco
4285.8,66.1,Baixa,30.9,294.88,500.84,236.59,151.66,68.78,46.79,25.13,Em risco
7558.49,23.2,Alta,89.6,1070.28,3121.71,1534.11,497.59,307.41,153.75,83.97,Em observacao
3222.72,13.1,Alta,33.2,173.29,499.72,233.01,83.74,44.17,24.03,12.51,Saudavel
7951.99,36.0,Baixa,71.5,1028.7,2337.62,1288.77,449.65,298.11,175.23,104.57,Em observacao
5066.29,47.9,Media,50.6,527.52,1114.57,505.68,199.32,113.13,59.68,42.93,Em observacao
5113.53,20.9,Media,71.4,725.07,1421.28,705.52,401.45,221.54,124.41,50.08,Em observacao
2476.79,58.0,Baixa,59.2,268.36,568.05,329.44,157.64,78.23,40.05,25.67,Em risco
6012.92,8.9,Media,16.2,178.35,424.17,201.05,78.18,50.41,26.26,12.78,Saudavel
1412.0,39.1,Baixa,54.5,163.89,331.35,136.96,67.9,34.88,23.86,11.24,Em observacao
4370.4,12.8,Alta,41.0,365.96,633.94,448.09,177.89,88.64,54.92,22.62,Saudavel
7358.28,7.4,Media,67.7,871.52,2044.7,973.49,574.91,267.26,167.38,83.03,Saudavel
3628.46,22.5,Baixa,49.2,357.09,641.22,422.66,197.99,87.45,48.18,31.42,Saudavel
3613.57,18.4,Baixa,73.4,467.53,1200.99,484.05,247.75,129.07,82.45,41.77,Em observacao
4272.25,28.6,Alta,51.7,391.21,858.43,500.13,225.59,134.67,56.23,41.67,Saudavel
3139.94,29.5,Alta,53.9,338.28,719.09,294.33,169.43,91.85,55.56,25.21,Saudavel
2749.36,43.8,Media,39.8,223.24,400.63,246.06,109.89,67.54,31.06,15.39,Em observacao
3254.88,15.9,Baixa,71.3,565.28,869.26,427.33,205.51,151.79,61.55,39.71,Em observacao
2815.14,39.2,Baixa,31.3,178.39,395.23,144.38,86.47,45.48,20.43,11.77,Em observacao
4470.82,43.8,Media,68.9,607.36,1199.8,704.53,274.02,157.95,87.14,50.29,Em observacao
3231.16,14.2,Media,65.1,441.25,866.59,386.11,182.32,139.63,59.76,28.39,Saudavel
2311.32,5.4,Media,14.7,62.44,158.3,62.64,26.44,15.27,9.16,5.19,Saudavel
4630.85,47.7,Media,69.4,564.92,1469.76,542.99,335.37,150.24,107.58,44.46,Em observacao
1412.0,8.7,Baixa,41.6,93.16,261.29,130.41,46.26,33.09,15.77,7.1,Saudavel
3177.52,29.4,Media,62.2,419.98,805.27,371.77,175.45,106.07,67.38,31.35,Saudavel
4362.39,32.1,Alta,11.9,82.98,236.8,113.12,39.16,26.38,14.3,7.62,Em observacao
2455.71,22.8,Baixa,71.2,299.66,832.42,312.18,148.14,84.17,48.62,23.33,Em observacao
5142.59,26.5,Media,56.3,594.8,1261.46,527.67,237.38,145.6,89.18,38.37,Saudavel
2276.09,36.4,Media,40.2,205.82,394.62,155.99,72.13,53.13,22.61,10.71,Em observacao
2175.51,58.7,Baixa,55.5,241.02,518.3,218.45,118.14,58.41,36.17,17.88,Em risco
4475.45,53.0,Media,24.5,248.41,420.5,224.27,88.67,64.34,28.44,20.21,Em risco
2469.52,45.1,Baixa,78.4,399.53,777.41,384.68,184.87,108.49,59.94,21.71,Em observacao
7352.33,44.5,Media,57.2,753.7,1862.36,811.13,387.54,194.51,126.69,67.95,Em observacao
6892.21,47.7,Baixa,54.5,800.5,1600.36,695.0,368.17,150.57,90.54,52.36,Em observacao
4292.13,11.2,Baixa,82.0,632.4,1591.2,606.24,346.95,182.84,107.92,53.53,Em observacao
3768.13,7.1,Baixa,57.3,380.75,984.06,381.73,209.73,122.48,54.71,24.49,Saudavel
2000.54,52.2,Baixa,9.7,38.56,78.46,38.58,18.29,11.83,5.45,2.94,Em risco
1757.98,38.3,Media,59.1,170.6,460.5,217.88,98.21,52.92,25.56,13.6,Em observacao
3021.49,31.8,Baixa,84.4,593.07,980.19,488.66,243.99,131.79,70.94,42.16,Em observacao
5405.37,35.6,Media,45.0,560.03,867.98,537.47,193.24,141.66,88.19,45.25,Em observacao
1412.0,18.1,Media,95.5,263.95,507.12,289.57,145.46,79.59,38.26,24.25,Em observacao
1726.15,22.3,Baixa,100.8,343.71,771.24,316.44,158.2,74.87,47.39,27.26,Em risco
2270.03,48.4,Alta,70.3,274.57,749.08,265.05,165.17,77.42,42.13,23.09,Em observacao
3814.21,45.2,Baixa,73.2,580.69,1101.94,648.85,237.85,115.44,69.49,37.78,Em observacao
2888.43,11.1,Alta,56.6,352.96,681.89,335.34,123.45,72.15,47.01,21.29,Saudavel
5374.85,31.9,Media,62.5,682.93,1507.15,603.31,255.95,186.39,76.95,46.37,Em observacao
2239.74,19.8,Media,44.1,205.62,405.61,192.36,90.82,49.5,30.4,14.03,Saudavel
3310.79,20.5,Baixa,41.4,310.89,498.52,268.7,135.53,93.31,41.28,21.2,Saudavel
11391.21,24.2,Baixa,48.7,995.25,2605.85,1018.27,427.59,295.7,131.53,68.88,Saudavel
3090.5,28.9,Media,62.7,384.4,715.88,450.28,191.78,121.85,48.26,25.16,Saudavel
4014.62,43.2,Alta,81.5,612.29,1455.03,724.28,220.98,132.7,78.79,47.19,Em observacao
2610.18,17.7,Alta,36.5,198.21,405.57,171.53,86.8,48.23,28.53,14.77,Saudavel
3182.66,8.4,Alta,38.0,217.55,537.1,221.69,107.72,71.68,37.26,17.54,Saudavel
1820.52,74.8,Alta,59.5,249.0,405.1,208.75,100.52,65.55,36.65,17.23,Em risco
2559.96,36.9,Baixa,64.0,327.68,643.02,328.76,174.91,97.93,44.33,20.86,Em observacao
2380.97,31.9,Media,71.8,370.62,650.47,322.94,170.99,115.07,49.53,31.09,Em observacao
2484.74,11.4,Media,44.9,219.31,499.87,191.31,96.8,58.12,32.54,18.22,Saudavel
1757.12,38.3,Media,34.9,125.19,248.06,128.01,50.39,36.42,17.75,7.22,Em observacao
2814.2,53.6,Alta,48.1,276.73,578.51,264.8,125.26,53.2,39.96,16.34,Em risco
1467.79,23.9,Baixa,46.9,139.25,276.56,131.19,68.23,41.79,21.8,9.31,Saudavel
2211.79,14.2,Alta,28.8,126.1,260.97,135.33,50.57,37.71,16.65,9.81,Saudavel
4596.15,63.9,Baixa,79.9,701.67,1570.6,752.9,296.06,205.24,91.82,51.94,Em risco
4318.64,10.0,Alta,59.3,513.14,1171.12,417.84,197.49,139.33,79.53,40.63,Saudavel
4676.56,15.9,Baixa,45.8,474.59,799.24,441.27,175.31,144.43,74.97,33.17,Saudavel
5929.93,15.5,Baixa,83.4,888.62,2247.53,992.54,341.44,286.42,126.19,60.52,Em observacao
3554.81,4.0,Baixa,58.1,505.69,806.7,397.08,167.11,97.34,56.29,34.73,Saudavel
5811.31,36.2,Alta,33.3,377.89,744.22,439.55,175.1,124.02,46.68,27.01,Em observacao
3963.22,31.7,Alta,59.1,447.25,974.31,464.57,219.84,118.39,84.0,33.12,Em observacao
3300.56,14.9,Baixa,50.8,353.16,722.99,316.07,135.09,77.95,51.12,19.09,Saudavel
1849.73,26.7,Alta,92.0,398.45,622.67,390.02,135.47,79.34,52.52,23.83,Em observacao
4875.87,30.6,Baixa,36.4,392.7,806.85,296.09,128.79,73.61,56.24,21.41,Em observacao
1645.1,1.8,Alta,25.0,87.07,143.29,99.31,44.87,18.32,12.23,5.62,Saudavel
1766.97,20.5,Media,68.5,218.07,556.79,234.3,93.77,54.47,37.69,15.57,Saudavel
2244.39,29.6,Baixa,50.9,225.2,429.44,247.53,107.83,73.9,40.88,16.79,Saudavel
5181.55,43.0,Baixa,43.6,503.18,901.06,403.45,194.88,142.29,79.3,34.86,Em observacao
3796.44,32.4,Baixa,37.6,313.14,588.63,267.95,144.86,58.79,34.74,20.36,Em observacao
2565.69,18.1,Baixa,70.7,318.45,772.41,334.4,205.75,100.44,51.49,31.04,Em observacao
1412.0,22.8,Media,67.6,220.16,356.13,183.37,105.39,42.94,32.04,14.54,Saudavel
2919.76,21.1,Media,13.0,84.31,151.06,70.69,38.66,20.1,9.58,4.47,Saudavel
2605.54,60.1,Baixa,52.9,259.26,572.38,270.26,135.51,81.05,43.49,16.15,Em risco
3475.9,7.7,Baixa,55.2,411.78,752.27,349.58,225.39,99.63,54.54,25.61,Saudavel
3424.42,40.3,Baixa,71.3,404.32,1095.21,528.29,199.44,117.24,68.43,27.28,Em observacao
2203.79,21.6,Media,68.9,359.94,589.01,269.62,135.82,92.07,46.8,26.1,Saudavel
2953.35,61.7,Media,57.7,305.35,723.16,357.09,150.03,101.14,44.23,24.14,Em risco
8855.93,20.4,Alta,30.8,522.27,1251.54,457.26,221.78,145.41,92.15,40.85,Saudavel
3153.59,35.9,Alta,55.5,360.09,761.79,321.97,151.98,91.7,38.51,23.73,Em observacao
3195.55,22.4,Media,30.9,170.2,429.77,184.93,96.91,57.73,30.64,16.57,Saudavel
5736.82,7.4,Media,47.2,596.41,1100.68,490.6,218.54,177.62,89.48,35.73,Saudavel
5615.99,11.2,Baixa,72.2,683.6,1835.92,759.79,380.17,237.09,107.13,49.22,Em observacao
5015.26,25.3,Alta,46.6,392.27,979.84,549.58,204.4,122.37,55.9,31.06,Saudavel
3889.71,12.4,Media,50.1,385.64,844.63,381.92,172.48,79.88,60.6,22.15,Saudavel
2209.81,30.2,Baixa,74.8,326.41,722.61,270.92,169.5,96.14,41.36,25.96,Em observacao
1412.0,31.2,Media,67.7,199.24,418.68,156.41,96.87,48.41,24.4,12.2,Em observacao
5303.08,29.4,Alta,57.9,693.59,1157.85,646.73,256.61,160.93,101.68,51.17,Saudavel
1412.0,34.4,Media,99.2,233.71,631.92,281.87,105.01,79.24,46.0,23.34,Em observacao
1988.85,26.4,Baixa,39.3,176.45,324.47,141.54,65.69,42.26,19.81,12.16,Saudavel
7528.27,40.5,Alta,51.0,837.87,1686.49,614.3,381.31,182.26,82.75,50.79,Em observacao
3294.77,7.8,Media,46.7,278.11,673.99,342.85,111.15,77.18,38.13,17.25,Saudavel
4911.21,28.9,Baixa,60.3,690.77,1154.94,626.99,223.83,129.7,94.53,42.89,Saudavel
2180.64,20.0,Baixa,10.2,50.99,95.07,35.95,19.18,13.19,5.78,2.66,Saudavel
4275.17,63.3,Media,70.6,504.06,1361.67,647.97,275.77,122.37,67.92,40.59,Em risco
3128.41,15.1,Baixa,61.6,440.32,650.98,458.82,198.23,93.46,62.13,22.84,Saudavel
3247.44,40.9,Baixa,52.9,348.8,671.43,400.1,135.41,88.75,47.64,26.19,Em observacao
4535.54,26.5,Alta,58.3,561.24,1096.74,514.14,209.62,134.86,86.41,41.64,Saudavel
2986.52,15.6,Media,10.5,58.21,133.42,71.55,25.18,12.84,8.59,4.42,Saudavel
4129.73,14.8,Media,69.9,639.72,1164.88,550.2,256.85,154.46,71.79,48.03,Saudavel
5555.34,59.7,Media,58.4,633.92,1428.95,569.22,294.32,153.07,115.13,49.84,Em risco
1832.61,27.3,Alta,33.5,132.29,248.59,111.04,51.76,40.28,20.47,8.65,Saudavel
3508.91,38.9,Media,30.5,254.46,389.91,229.74,95.29,55.91,28.21,17.85,Em observacao
13829.25,18.6,Baixa,65.0,1780.37,3807.21,1802.03,710.42,454.09,286.79,144.91,Saudavel
2706.75,5.6,Baixa,56.3,269.62,699.81,271.6,124.12,89.42,43.32,25.31,Saudavel
1425.11,31.2,Baixa,38.4,101.55,234.27,120.78,46.67,25.02,12.68,6.49,Em observacao
1412.0,35.7,Alta,26.7,76.94,158.75,69.96,37.53,15.78,12.17,5.38,Em observacao
3089.6,5.4,Media,95.4,521.77,1335.38,578.54,277.67,121.28,75.48,37.15,Em observacao
2039.01,40.6,Alta,69.3,277.81,647.52,239.76,106.78,74.52,47.02,19.46,Em observacao
1847.12,62.6,Alta,74.3,261.8,536.71,329.73,108.11,72.41,41.94,21.63,Em risco
3914.89,9.0,Media,25.5,184.02,391.4,202.8,101.28,66.89,34.84,18.16,Saudavel
4706.06,24.8,Baixa,53.4,464.42,917.79,615.23,221.56,161.8,84.66,46.57,Saudavel
3240.88,63.9,Baixa,59.8,360.08,837.37,402.29,174.07,80.29,56.6,26.26,Em risco
1608.65,28.2,Media,93.6,325.96,632.61,308.37,122.8,59.67,34.62,20.89,Em observacao
4369.7,7.8,Baixa,67.6,598.35,1329.88,480.19,301.31,129.43,64.54,48.55,Saudavel
2627.83,56.2,Alta,75.5,354.02,888.58,390.42,164.19,99.85,51.5,34.63,Em risco
1740.98,10.5,Media,55.0,211.51,396.86,164.69,91.28,49.57,28.63,15.76,Saudavel
4000.5,41.7,Media,46.2,357.18,842.59,326.02,142.58,100.34,52.32,27.61,Em observacao
3392.07,19.7,Baixa,64.6,400.65,868.66,413.95,249.52,141.97,77.77,38.74,Saudavel
1412.0,11.1,Media,53.8,144.54,292.13,167.33,75.76,46.96,20.98,12.53,Saudavel
6886.67,39.7,Media,55.1,795.36,1579.74,657.65,386.37,222.92,102.72,51.74,Em observacao
4592.27,17.6,Media,89.1,757.01,1538.73,999.46,407.68,227.86,111.12,48.81,Em observacao
2176.55,31.9,Alta,50.5,203.96,466.81,195.12,123.6,54.08,38.92,16.31,Em observacao
2709.14,24.2,Media,52.8,324.44,588.26,288.66,108.66,59.03,45.4,17.03,Saudavel
2070.01,34.7,Baixa,31.7,144.45,254.2,134.32,62.98,30.58,21.15,8.97,Em observacao
3811.84,11.1,Baixa,75.9,486.0,1295.35,641.63,216.56,149.82,65.53,37.9,Em observacao
2105.73,28.7,Baixa,60.9,253.89,574.65,235.5,108.16,63.14,30.01,17.51,Saudavel
2433.78,26.5,Baixa,55.7,245.82,642.16,219.44,124.34,71.37,34.03,18.8,Saudavel
4503.31,36.8,Baixa,36.5,286.25,623.94,433.21,149.24,79.27,43.24,28.18,Em observacao
2070.49,15.8,Baixa,51.1,188.78,445.62,197.01,114.24,65.63,31.74,14.7,Saudavel
2022.11,21.2,Alta,46.9,211.44,361.93,187.64,91.45,48.6,34.7,13.14,Saudavel
3984.28,69.2,Alta,20.3,132.66,330.91,186.93,76.99,48.49,23.38,10.03,Em risco
8496.12,34.4,Baixa,22.8,377.78,812.71,375.34,178.38,94.78,67.87,30.21,Em observacao
2521.55,18.2,Baixa,98.8,532.32,1001.78,548.37,188.22,109.92,72.01,37.72,Em risco
8140.75,15.5,Baixa,56.8,993.99,1812.31,912.54,463.81,256.13,129.08,59.08,Saudavel
1759.13,21.4,Alta,61.5,202.14,440.12,251.11,93.46,57.14,25.27,12.47,Saudavel
2668.09,52.4,Baixa,77.2,374.39,747.75,521.87,178.29,130.82,71.89,35.15,Em risco
5091.73,36.7,Baixa,43.8,439.6,947.4,426.77,198.97,110.44,67.58,37.48,Em observacao
2675.77,31.2,Media,50.0,322.86,472.4,294.18,103.31,84.48,40.44,21.55,Em observacao
3733.32,20.2,Baixa,47.9,406.81,665.28,367.82,146.05,101.09,66.22,34.44,Saudavel
1863.01,10.4,Baixa,58.3,229.92,477.08,191.26,85.4,60.36,27.29,15.14,Saudavel
3511.59,30.1,Alta,28.3,196.43,418.35,188.83,90.11,50.92,30.98,18.53,Em observacao
4492.97,36.9,Alta,15.8,156.85,268.73,158.27,53.26,43.1,20.35,11.07,Em observacao
5219.39,50.3,Media,79.5,762.6,1815.18,883.22,337.71,181.63,107.31,63.64,Em risco
3034.68,47.4,Media,44.1,308.63,485.02,259.07,144.71,69.14,47.97,24.27,Em observacao
2770.04,10.7,Baixa,56.4,337.21,641.84,329.54,125.33,71.0,37.18,20.84,Saudavel
2946.48,47.7,Baixa,13.6,76.61,168.24,78.68,34.67,22.81,12.27,6.54,Em observacao
2844.86,54.1,Media,36.4,191.69,381.44,239.93,105.73,68.16,34.53,13.11,Em risco
2585.06,9.7,Alta,28.1,172.21,288.02,121.85,74.08,40.04,18.51,10.6,Saudavel
4876.4,49.8,Media,82.3,772.43,1565.27,900.03,362.02,241.61,106.59,67.46,Em observacao
2665.29,30.5,Media,55.5,245.83,597.25,364.63,138.8,72.71,36.9,23.76,Em observacao
1683.64,51.2,Media,66.1,247.4,385.51,266.28,112.38,50.98,34.71,15.41,Em risco
6293.71,21.2,Baixa,32.1,406.79,739.1,477.4,192.44,100.79,70.82,35.58,Saudavel
